word,pos,zh,corpus_count,corpus_share,tracks
rinse,v.,以清水冲洗、漱、漂清,180,0.474,cet6
rinse,n.,清洗、染发、染发剂,157,0.413,cet6
rip,v.,被拉开、裂开、猛冲,1436,0.468,cet6+postgrad
rip,n.,裂痕、破绽、拉裂,808,0.263,cet6+postgrad
rise,n.,上升、增加、上涨,7327,0.599,life+cet4+cet6+postgrad
rise,v.,升起、起身、起立,4898,0.401,life+cet4+cet6+postgrad
risk,n.,冒险、危险、保险额,16731,0.860,life+cet4+cet6+postgrad
risk,v.,冒...的危险、冒险干,2624,0.135,life+cet4+cet6+postgrad
rival,n.,对手、竞争者,1472,0.490,cet4+cet6+postgrad
rival,adj.,竞争的,1331,0.443,cet4+cet6+postgrad
rock,n.,岩石、岩礁、石头,15946,0.765,life+cet4+cet6+postgrad
rock,v.,摇摆、摇动、使摇晃,1028,0.049,life+cet4+cet6+postgrad
roll,n.,卷、滚动、名单,8021,0.552,life+cet4+cet6+postgrad
roll,v.,滚、滚动、飘流,4529,0.312,life+cet4+cet6+postgrad
root,n.,根、根本、根源,2429,0.886,life+cet4+cet6+postgrad
root,v.,使扎根、使固定、根除,312,0.114,life+cet4+cet6+postgrad
roundabout,n.,迂回路线,857,0.799,cet6+postgrad
roundabout,adj.,迂回的、委婉的,47,0.044,cet6+postgrad
rouse,v.,唤醒、鼓舞、激动,80,0.533,cet4+cet6+postgrad
rouse,n.,觉醒、奋起、干杯,33,0.220,cet4+cet6+postgrad
routine,adj.,日常的、常规的,3365,0.679,cet4+cet6+postgrad
routine,n.,常规、日常工作、惯例,1587,0.320,cet4+cet6+postgrad
row,n.,排、行、街道,10259,0.900,life+cet4+cet6+postgrad
row,v.,使成排、划、划船,509,0.045,life+cet4+cet6+postgrad
rub,v.,擦、搓、摩擦,1503,0.627,cet4+cet6+postgrad
rub,n.,摩擦、困难、障碍,821,0.342,cet4+cet6+postgrad
rule,n.,规则、统治、控制,6163,0.654,life+cet4+cet6+postgrad
rule,v.,规定、统治、管理,2489,0.264,life+cet4+cet6+postgrad
run,v.,跑、奔跑、跑步,43767,0.709,life
run,n.,跑、赛跑、奔跑,13600,0.220,life
rupture,n.,破裂、断裂、裂开,162,0.669,cet6
rupture,v.,(使)破裂,78,0.322,cet6
rush,n.,匆促、冲进、急流,3500,0.631,life+cet4+cet6+postgrad
rush,v.,冲、奔、闯,1697,0.306,life+cet4+cet6+postgrad
rust,n.,锈、生锈、衰退,286,0.662,cet4+cet6+postgrad
rust,v.,生锈、衰退,89,0.206,cet4+cet6+postgrad
sack,n.,麻布袋、洗劫,1978,0.973,cet4+cet6+postgrad
sack,v.,把...装入袋、洗劫,35,0.017,cet4+cet6+postgrad
sacrifice,n.,牺牲、供奉、祭品,1456,0.668,cet4+cet6+postgrad
sacrifice,v.,牺牲、祭祀、贱卖,708,0.325,cet4+cet6+postgrad
saddle,n.,鞍、马鞍、车座,989,0.803,cet4+cet6+postgrad
saddle,v.,装以马鞍、使负担,121,0.098,cet4+cet6+postgrad
sail,n.,帆、篷、帆船,1515,0.509,cet4+cet6+postgrad
sail,v.,航行、启航、张帆而行,1282,0.431,cet4+cet6+postgrad
salute,n.,招呼、敬礼、礼炮,432,0.456,cet4+cet6+postgrad
salute,v.,行礼、致意、问候,432,0.456,cet4+cet6+postgrad
sanction,n.,核准、制裁、处罚,192,0.698,cet6+postgrad
sanction,v.,制定制裁规则、认可、核准,75,0.273,cet6+postgrad
savage,n.,原始人、粗鲁人,602,0.445,cet6+postgrad
savage,adj.,未开化的、野蛮的、无礼的,197,0.145,cet6+postgrad
savage,v.,用暴力对付、凶猛攻击,48,0.035,cet6+postgrad
saw,v.,锯、锯开、来回移动,49394,0.971,cet4+cet6+postgrad
saw,n.,锯子、谚语,1375,0.027,cet4+cet6+postgrad
scale,n.,刻度、衡量、比例,10041,0.960,life+cet4+cet6+postgrad
scale,v.,依比例决定、攀登、测量,305,0.029,life+cet4+cet6+postgrad
scare,v.,惊吓、使恐慌,2089,0.695,cet4+cet6+postgrad
scare,n.,惊吓、恐慌,803,0.267,cet4+cet6+postgrad
scatter,v.,散布、散播、消散,264,0.547,cet4+cet6+postgrad
scatter,n.,消散、分散、散播,157,0.325,cet4+cet6+postgrad
scent,n.,气味、香味、香水,1105,0.515,cet4+cet6+postgrad
scent,v.,闻出、嗅、发觉,47,0.022,cet4+cet6+postgrad
schedule,n.,时间表、一览表、计划表,2145,0.950,cet4+cet6+postgrad
schedule,v.,预定、编制目录、制...表,91,0.040,cet4+cet6+postgrad
school,n.,学校、鱼群、门派,50902,0.891,life
school,v.,教育、训练、培养,1060,0.019,life
scorch,n.,烧焦、枯萎,24,0.421,cet6
scorch,v.,烧焦、拷焦、(使)枯萎,21,0.368,cet6
score,n.,得分、抓痕、二十个,13522,0.624,life+cet4+cet6+postgrad
score,v.,刻划、划线、获得,8131,0.376,life+cet4+cet6+postgrad
scout,n.,守候、侦察、搜索,565,0.488,cet4+cet6+postgrad
scout,v.,守候、侦察、巡视,150,0.130,cet4+cet6+postgrad
scramble,v.,攀缘、杂乱蔓延、争夺,307,0.478,cet6+postgrad
scramble,n.,攀缘、爬行、抢夺,294,0.458,cet6+postgrad
scrap,n.,碎片、残余物、些微,1933,0.697,cet6+postgrad
scrap,v.,扔弃、敲碎、拆毁,840,0.303,cet6+postgrad
scrape,v.,刮掉、擦掉、刮出刺耳声,618,0.761,cet4+cet6+postgrad
scrape,n.,刮、擦、挖,189,0.233,cet4+cet6+postgrad
scratch,n.,抓痕、搔、抓,2548,0.520,cet4+cet6+postgrad
scratch,v.,搔、抓、挖出,1279,0.261,cet4+cet6+postgrad
scream,v.,尖叫、大笑、尖啸,1427,0.637,cet4+cet6+postgrad
scream,n.,尖叫声,470,0.210,cet4+cet6+postgrad
screen,n.,幕、银幕、屏风,7984,0.963,life+cet4+cet6+postgrad
screen,v.,掩蔽、放映、拍摄,123,0.015,life+cet4+cet6+postgrad
screw,v.,调节、扭紧、旋,1203,0.526,cet4+cet6+postgrad
screw,n.,螺旋、螺杆、螺钉,900,0.394,cet4+cet6+postgrad
seal,n.,印章、封条、海豹,2257,0.583,cet4+cet6+postgrad
seal,v.,封闭、盖印、盖章,1222,0.316,cet4+cet6+postgrad
search,n.,搜寻、查究,10869,0.837,life+cet4+cet6+postgrad
search,v.,搜寻、搜查、探求,1932,0.149,life+cet4+cet6+postgrad
seaside,n.,海滨,2809,0.939,cet6+postgrad
seaside,adj.,海边的、海滨的,30,0.010,cet6+postgrad
second,adj.,第二的、其次的、次要的,73550,0.896,life
second,n.,秒、瞬间、第二名,2477,0.030,life
secret,adj.,秘密的、极机密的、隐蔽的,9831,0.570,life+cet4+cet6+postgrad
secret,n.,秘密、机密、秘诀,7097,0.412,life+cet4+cet6+postgrad
secure,v.,固定、获得、保证,3014,0.537,cet4+cet6+postgrad
secure,adj.,无虑的、安心的、安全的,2546,0.454,cet4+cet6+postgrad
select,v.,选择、挑选,1144,0.351,life+cet4+cet6+postgrad
select,adj.,挑选出来的、极好的,1003,0.308,life+cet4+cet6+postgrad
sell,v.,卖、背叛、销售,32087,0.961,life
sell,n.,卖、推销术、失望,1296,0.039,life
sense,n.,感应、感觉、感官,32922,0.953,life+cet4+cet6+postgrad
sense,v.,感觉、觉察、检测,1633,0.047,life+cet4+cet6+postgrad
separate,adj.,分开的、各别的、单独的,7178,0.845,life+cet4+cet6+postgrad
separate,v.,分开、隔开、分居,1298,0.153,life+cet4+cet6+postgrad
serial,adj.,连续的、一连串的、连载的,798,0.841,postgrad
serial,n.,分期连载作品、连载小说,150,0.158,postgrad
set,v.,放、安置、放置,54820,0.726,life
set,n.,日落、同伙、组合,19470,0.258,life
shadow,n.,阴影、荫、影子,3868,0.616,life+cet4+cet6+postgrad
shadow,v.,遮蔽、使朦胧、预示,104,0.017,life+cet4+cet6+postgrad
shaft,n.,轴、箭杆、矛,743,0.918,cet6+postgrad
shaft,v.,装杆于、利用,26,0.032,cet6+postgrad
shake,v.,摇动、动摇、使震动,4152,0.547,life+cet4+cet6+postgrad
shake,n.,摇动、震动,2030,0.268,life+cet4+cet6+postgrad
shape,n.,形状、形态、外形,14723,0.920,life+cet4+cet6+postgrad
shape,v.,定形、使成形、塑造,1054,0.066,life+cet4+cet6+postgrad
share,v.,均分、分担、分享,9935,0.588,life+cet4+cet6+postgrad
share,n.,部分、参与、一份,6953,0.411,life+cet4+cet6+postgrad
shatter,v.,打碎、使散开、粉碎,188,0.814,cet6+postgrad
shatter,n.,碎片、粉碎、落叶,22,0.095,cet6+postgrad
shear,v.,修剪、割、剥夺,130,0.628,cet4+cet6+postgrad
shear,n.,修剪、剪下的东西、大剪刀,65,0.314,cet4+cet6+postgrad
sheer,adj.,绝对的、全然的、纯粹的,2395,0.950,cet6+postgrad
sheer,n.,偏航,103,0.041,cet6+postgrad
shell,n.,贝壳、壳、外形,3929,0.795,cet4+cet6+postgrad
shell,v.,去壳、脱落、炮轰,150,0.030,cet4+cet6+postgrad
shepherd,n.,牧羊人、牧羊犬、牧师,849,0.540,cet4+cet6+postgrad
shepherd,v.,看守、领导、指导,45,0.029,cet4+cet6+postgrad
shield,n.,盾、防卫物、保护者,994,0.788,cet4+cet6+postgrad
shield,v.,保护、遮蔽、屏蔽,162,0.128,cet4+cet6+postgrad
shift,n.,变化、移动、轮班,3977,0.723,life+cet4+cet6+postgrad
shift,v.,替换、转移、改变,1493,0.271,life+cet4+cet6+postgrad
ship,n.,船、舰,11286,0.960,life
ship,v.,以船运送、装船、运送,315,0.027,life
shiver,n.,战栗、碎块,117,0.312,cet4+cet6+postgrad
shiver,v.,颤抖、哆嗦、被打碎,91,0.243,cet4+cet6+postgrad
shock,n.,震动、冲突、震惊,8201,0.957,cet4+cet6+postgrad
shock,v.,使震动、使休克、使受电击,372,0.043,cet4+cet6+postgrad
shoot,v.,射击、射中、损毁,4799,0.705,life+cet4+cet6+postgrad
shoot,n.,射击、狩猎、芽,1932,0.284,life+cet4+cet6+postgrad
shop,n.,商店、工厂、车间,20575,0.904,life
shop,v.,购物、到处寻找,1064,0.047,life
shore,n.,海岸、海滨、斜撑柱,2271,0.859,cet4+cet6+postgrad
shore,v.,把...送上岸、支撑、支持,174,0.066,cet4+cet6+postgrad
short,adj.,短的、近的、矮的,24792,0.923,life
short,adv.,简短地、突然,1593,0.059,life
shot,n.,发射、炮弹、射击,23147,0.730,life+cet4+cet6+postgrad
shot,v.,装弹、使成颗粒状,8382,0.264,life+cet4+cet6+postgrad
shoulder,n.,肩、肩膀、衣肩,5338,0.914,life+cet4+cet6+postgrad
shoulder,v.,肩负、负担、担任,467,0.080,life+cet4+cet6+postgrad
show,n.,显示、表现、展览,60578,0.506,life
show,v.,表示、显示、展现,49364,0.413,life
shriek,n.,尖锐的响声,67,0.554,cet4+cet6
shriek,v.,尖叫、发尖声,37,0.306,cet4+cet6
shrimp,n.,虾、小虾、矮子,746,0.877,cet6
shrimp,v.,捕小虾,28,0.033,cet6
shy,adj.,胆怯的、畏缩的、迟疑的,3442,0.910,cet4+cet6+postgrad
shy,v.,惊退、乱投、乱掷,316,0.084,cet4+cet6+postgrad
sick,adj.,不舒服、有病的、恶心的,11267,0.976,life
sick,n.,病人,155,0.013,life
sideways,adv.,向旁边、向侧面地,789,0.856,cet4+cet6+postgrad
sideways,adj.,旁边的、向侧面的,109,0.118,cet4+cet6+postgrad
sign,n.,符号、招牌、征兆,12705,0.667,life+cet4+cet6+postgrad
sign,v.,签名、打手势表达,6275,0.329,life+cet4+cet6+postgrad
signal,n.,信号、暗号、近因,3188,0.881,cet4+cet6+postgrad
signal,v.,向...作信号、标志、用信号通知,337,0.093,cet4+cet6+postgrad
silver,n.,银、银币、银器,18441,0.887,cet4+cet6+postgrad
silver,adj.,银的、银制的、银器的,2059,0.099,cet4+cet6+postgrad
simple,adj.,简单的、普通的、朴素的,21990,0.926,life
simple,n.,出身低微者、傻子,1753,0.074,life
sink,n.,藏垢的场所、沟渠、污水槽,2074,0.563,cet4+cet6+postgrad
sink,v.,下沉、沉没、下陷,1594,0.433,cet4+cet6+postgrad
sip,n.,啜饮、小口喝、抿,312,0.722,postgrad
sip,v.,啜饮,107,0.248,postgrad
siren,n.,女海妖、妖女、警报器,350,0.628,cet6+postgrad
siren,adj.,诱惑的,63,0.113,cet6+postgrad
skate,n.,溜冰、冰鞋,339,0.414,cet4+cet6+postgrad
skate,v.,滑冰、滑过,335,0.409,cet4+cet6+postgrad
ski,n.,滑雪橇,974,0.639,cet4+cet6+postgrad
ski,v.,滑雪,280,0.184,cet4+cet6+postgrad
skip,v.,跳越、跳读、跳绳,2439,0.957,cet6+postgrad
skip,n.,跳跃、跳读,45,0.018,cet6+postgrad
slack,n.,松弛、松懈、淡季,506,0.792,cet6+postgrad
slack,adj.,松弛的、不流畅的、疏忽的,81,0.127,cet6+postgrad
slack,v.,放松、使缓慢,41,0.064,cet6+postgrad
slander,n.,中伤、诽谤,60,0.652,cet6
slander,v.,中伤、诽谤,20,0.217,cet6
slang,n.,俚语,487,0.661,cet6
slang,v.,辱骂、用俚语说,43,0.058,cet6
slap,n.,掴、掌击、侮辱,1926,0.961,cet6+postgrad
slap,v.,拍击、惩罚,32,0.016,cet6+postgrad
sleep,v.,睡觉、睡眠、静止,12865,0.726,life
sleep,n.,睡眠、静止、昏迷,4477,0.253,life
sleeve,n.,袖子、套管,1475,0.962,cet4+cet6+postgrad
sleeve,v.,缝上袖子,22,0.014,cet4+cet6+postgrad
slice,n.,薄的切片、一部分、菜刀,2225,0.707,cet4+cet6+postgrad
slice,v.,切成薄片、切下,908,0.289,cet4+cet6+postgrad
slide,n.,滑、滑道、山崩,1859,0.622,cet4+cet6+postgrad
slide,v.,使滑动、偷偷放入,1079,0.361,cet4+cet6+postgrad
slip,v.,滑动、滑倒、失足,2394,0.553,life+cet4+cet6+postgrad
slip,n.,滑、滑行、事故,1862,0.430,life+cet4+cet6+postgrad
slit,n.,裂缝、投币口、狭长裂口,148,0.474,cet4+cet6+postgrad
slit,v.,切开、扯裂、使有狭缝,147,0.471,cet4+cet6+postgrad
slow,adj.,慢的、缓慢的、迟缓的,9603,0.743,life
slow,v.,(使)慢下来,2972,0.230,life
smash,v.,打碎、粉碎、击溃,1579,0.657,cet4+cet6+postgrad
smash,n.,打碎、粉碎、打碎时哗啦声,748,0.311,cet4+cet6+postgrad
smile,n.,微笑、喜色、笑容,7106,0.684,life
smile,v.,微笑、觉得好笑,2950,0.284,life
smooth,adj.,平滑的、平稳的、流畅的,4056,0.881,cet4+cet6+postgrad
smooth,v.,使光滑、烫平、使平和,277,0.060,cet4+cet6+postgrad
snap,n.,猛咬、猛扑、劈啪声,1267,0.474,cet4+cet6+postgrad
snap,v.,使突然中断、猛咬、争夺,1020,0.381,cet4+cet6+postgrad
snap,adj.,突然的、装搭扣的,105,0.039,cet4+cet6+postgrad
sneak,v.,鬼鬼祟祟做事,1130,0.685,cet6+postgrad
sneak,n.,鬼鬼祟祟的人、偷偷摸摸的行为、帆布胶底运动鞋,422,0.256,cet6+postgrad
sneer,v.,嘲笑、冷笑,57,0.553,cet6
sneer,n.,冷笑、嘲笑,33,0.320,cet6
sneeze,v.,打喷嚏,354,0.603,cet6+postgrad
sneeze,n.,喷嚏,195,0.332,cet6+postgrad
sniff,v.,嗅、蔑视、嗤之以鼻,1381,0.918,cet6+postgrad
sniff,n.,以鼻吸气、嗅、气息,97,0.064,cet6+postgrad
snore,v.,打鼾,148,0.708,cet6
snore,n.,鼾声、打鼾,49,0.234,cet6
sock,n.,短袜、鞋垫、一击,987,0.841,cet4+cet6+postgrad
sock,v.,重击、猛投、给...穿袜,178,0.152,cet4+cet6+postgrad
sole,adj.,唯一的、仅有的、单独的,1199,0.686,cet4+cet6+postgrad
sole,n.,脚掌、鞋底、底部,401,0.229,cet4+cet6+postgrad
solo,n.,独奏、独唱、单独表演,2454,0.879,cet6+postgrad
solo,adj.,单独的、独奏的、独唱的,127,0.045,cet6+postgrad
sorrow,n.,悲伤、哀惜、不幸,557,0.758,cet4+cet6+postgrad
sorrow,v.,悲伤、懊悔、遗憾,42,0.057,cet4+cet6+postgrad
sort,n.,种类、方式、品质,70968,0.864,life+cet4+cet6+postgrad
sort,v.,分类、排序、挑选,11076,0.135,life+cet4+cet6+postgrad
sound,n.,声音、语音、吵闹,14841,0.504,life
sound,v.,发出声音、回响、测深,8987,0.305,life
sound,adj.,健全的、可靠的、合理的,5064,0.172,life
sour,adj.,酸的、酸臭的、发酵的,1748,0.926,cet4+cet6+postgrad
sour,v.,变酸、发酵、厌烦,30,0.016,cet4+cet6+postgrad
southeast,n.,东南、东南地区,246,0.500,cet4+cet6+postgrad
southeast,adj.,东南的、向东南的、来自东南的,58,0.118,cet4+cet6+postgrad
southwest,adj.,西南的、来自西南方的,322,0.597,cet4+cet6+postgrad
southwest,n.,西南、西南方、西南地区,113,0.210,cet4+cet6+postgrad
span,n.,指距、全长、跨距,614,0.791,cet4+cet6+postgrad
span,v.,以手指测量、跨越、架设,150,0.193,cet4+cet6+postgrad
spear,n.,矛、枪、持矛者,411,0.777,cet4+cet6+postgrad
spear,v.,用矛刺,32,0.060,cet4+cet6+postgrad
specialist,n.,专门医师、专家,4748,0.925,cet4+cet6+postgrad
specialist,adj.,专业的、专家的,356,0.069,cet4+cet6+postgrad
specific,adj.,特殊的、明确的、具有特效的,5849,0.975,life+cet4+cet6+postgrad
specific,n.,特效药、特性,150,0.025,life+cet4+cet6+postgrad
speed,n.,速率、速度、迅速,14573,0.885,life+cet4+cet6+postgrad
speed,v.,加速、超速、快进,1893,0.115,life+cet4+cet6+postgrad
spell,n.,符咒、魅力、轮值,2508,0.604,cet4+cet6+postgrad
spell,v.,拼写、拼成、琢磨,1602,0.386,cet4+cet6+postgrad
spill,n.,溢出、溅出、摔下,855,0.560,cet4+cet6+postgrad
spill,v.,使溢出、使散落、洒,672,0.440,cet4+cet6+postgrad
spin,n.,旋转、自旋、疾驰,2815,0.540,cet4+cet6+postgrad
spin,v.,纺织、纺、使旋转,2329,0.447,cet4+cet6+postgrad
spiritual,adj.,精神上的、神圣的、崇高的,1801,0.927,cet4+cet6+postgrad
spiritual,n.,有关教会的事,115,0.059,cet4+cet6+postgrad
spit,v.,唾吐、吐出、降小雨,750,0.518,cet4+cet6+postgrad
spit,n.,唾液、唾吐、小雨,628,0.434,cet4+cet6+postgrad
splash,n.,飞溅、污点、一点儿,1582,0.584,cet4+cet6+postgrad
splash,v.,溅湿、溅开、飞溅,656,0.242,cet4+cet6+postgrad
split,v.,分离、分开、裂开,5744,0.662,cet4+cet6+postgrad
split,n.,劈开、裂片、裂缝,2804,0.323,cet4+cet6+postgrad
spoil,v.,损坏、破坏、溺爱,1375,0.876,cet4+cet6+postgrad
spoil,n.,战利品、赃物、奖品,160,0.102,cet4+cet6+postgrad
sponge,n.,海绵、海绵状的东西,2264,0.849,cet4+cet6+postgrad
sponge,v.,用海绵擦拭、吸收掉、抹掉,58,0.022,cet4+cet6+postgrad
sponsor,n.,保证人、赞助者、发起者,404,0.589,cet4+cet6+postgrad
sponsor,v.,发起、赞助、倡议,267,0.389,cet4+cet6+postgrad
spoon,n.,匙、调羹、匙形工具,3291,0.829,cet4+cet6+postgrad
spoon,v.,以匙舀起、调情、使成匙状,245,0.062,cet4+cet6+postgrad
spot,n.,污点、地点、斑点,16151,0.803,life+cet4+cet6+postgrad
spot,v.,点缀、玷污、认出,3734,0.186,life+cet4+cet6+postgrad
spread,v.,展开、铺开、传播,5970,0.708,life+cet4+cet6+postgrad
spread,n.,传播、散布、伸展,2431,0.288,life+cet4+cet6+postgrad
spring,n.,春天、弹簧、跳跃,8554,0.876,life
spring,v.,跳、弹跳、涌出,504,0.052,life
spy,n.,间谍、侦探、侦察,1759,0.623,cet4+cet6+postgrad
spy,v.,侦察、找出、发现,648,0.229,cet4+cet6+postgrad
square,n.,正方形、街区、广场,4592,0.378,cet4+cet6+postgrad
square,adj.,正方形的、正直的、公正的,3076,0.253,cet4+cet6+postgrad
square,v.,一致、符合、结清,594,0.049,cet4+cet6+postgrad
squash,n.,挤压、压碎的东西、南瓜属植物,1123,0.664,cet6
squash,v.,压扁、镇压、压制,385,0.228,cet6
squeeze,v.,紧握、挤、榨取,2284,0.501,cet4+cet6+postgrad
squeeze,n.,紧握、挤、榨,2215,0.485,cet4+cet6+postgrad
squirrel,n.,松鼠、松鼠毛皮,1337,0.770,cet4+cet6+postgrad
squirrel,v.,贮藏,28,0.016,cet4+cet6+postgrad
stable,adj.,稳定的、安定的、坚固的,3818,0.940,cet4+cet6+postgrad
stable,n.,马房、牛棚,239,0.059,cet4+cet6+postgrad
stage,n.,阶段、舞台、场所,30295,0.973,life+cet4+cet6+postgrad
stage,v.,上演、表演、筹划,469,0.015,life+cet4+cet6+postgrad
stagger,v.,蹒跚、犹豫,76,0.547,cet6+postgrad
stagger,n.,蹒跚、踌躇,37,0.266,cet6+postgrad
stake,n.,桩、炮烙刑、木柱,3569,0.948,cet4+cet6+postgrad
stake,v.,打桩、用桩撑、下赌注,188,0.050,cet4+cet6+postgrad
stalk,n.,茎、追踪、高视阔步,307,0.649,cet6+postgrad
stalk,v.,悄悄靠近、蹑手蹑脚地走近、蔓延,147,0.311,cet6+postgrad
stammer,n.,口吃、结巴,162,0.651,cet6
stammer,v.,口吃、结结巴巴地说,28,0.112,cet6
stand,v.,站、立、坐落,28843,0.813,life
stand,n.,站立、站住、停顿,6646,0.187,life
standard,n.,标准、规格、旗,5315,0.504,life+cet4+cet6+postgrad
standard,adj.,标准的、合规格的,4383,0.415,life+cet4+cet6+postgrad
staple,n.,主要产物、常用品、主要要素,499,0.852,postgrad
staple,adj.,主要的、重要的,65,0.111,postgrad
star,n.,星、恒星、星形物,17572,0.794,life
star,v.,以星状物装饰、用星号标、使成为明星,291,0.013,life
start,v.,开始、出发、启动,81550,0.687,life
start,n.,惊起、出发、开端,36507,0.307,life
state,n.,州、状态、情形,26023,0.768,life+cet4+cet6+postgrad
state,v.,说明、陈述、规定,417,0.012,life+cet4+cet6+postgrad
stay,v.,制止、延缓、坚持,41759,0.846,life
stay,n.,停留、逗留、制止,1952,0.040,life
steep,adj.,险峻的、陡峭的、急剧升降的,1957,0.957,cet4+cet6+postgrad
steep,n.,浸渍、悬崖,28,0.014,cet4+cet6+postgrad
steer,v.,引导、驾驶、航行,1149,0.950,cet4+cet6+postgrad
steer,n.,驾驶指示、劝告,26,0.021,cet4+cet6+postgrad
stem,n.,茎、干、柄,1131,0.774,cet4+cet6+postgrad
stem,v.,摘掉茎、装柄于、阻止,314,0.215,cet4+cet6+postgrad
step,n.,步骤、步、步幅,17020,0.682,life+cet4+cet6+postgrad
step,v.,踏、以步测量、跨步,7928,0.318,life+cet4+cet6+postgrad
stick,v.,插进、刺入、钉住,12402,0.590,life+cet4+cet6+postgrad
stick,n.,棍、棒、刺,6855,0.326,life+cet4+cet6+postgrad
stiff,adj.,坚硬的、严厉的、呆板的,1593,0.859,cet4+cet6+postgrad
stiff,n.,死尸、醉鬼、钞票,77,0.042,cet4+cet6+postgrad
stitch,n.,一针、疼痛、针法,445,0.559,cet4+cet6+postgrad
stitch,v.,缝、缝合、装订,285,0.358,cet4+cet6+postgrad
stock,n.,树干、祖先、血统,8142,0.899,life+cet4+cet6+postgrad
stock,v.,装把手于、进货、备有,284,0.031,life+cet4+cet6+postgrad
stomach,n.,胃、食欲、欲望,3541,0.926,cet4+cet6+postgrad
stomach,v.,吃下、忍受,243,0.064,cet4+cet6+postgrad
stoop,v.,弯下、屈从、弯腰,115,0.516,cet4+cet6+postgrad
stoop,n.,佝偻、屈从、弯腰,60,0.269,cet4+cet6+postgrad
stop,v.,停止、被塞住,56472,0.788,life
stop,n.,停止、车站、逗留,11273,0.157,life
store,n.,商店、贮藏、仓库,7261,0.842,life
store,v.,储存、贮藏、供给,1138,0.132,life
stout,n.,矮胖子、烈性啤酒,280,0.737,cet6
stout,adj.,结实的、矮胖的、勇敢的,46,0.121,cet6
stove,n.,火炉、窑,849,0.908,cet4+cet6+postgrad
stove,v.,用火炉烤,27,0.029,cet4+cet6+postgrad
straight,adv.,直接地、立即、不断地,21560,0.595,life
straight,adj.,直的、笔直的、正直的,14135,0.390,life
strain,n.,紧张、拉紧、张力,1764,0.881,cet4+cet6+postgrad
strain,v.,使劳累、拉紧、过分使用,212,0.106,cet4+cet6+postgrad
strap,n.,带、皮带,518,0.616,cet4+cet6+postgrad
strap,v.,(用皮带)捆扎,209,0.249,cet4+cet6+postgrad
straw,n.,稻草、麦管、吸管,2116,0.706,cet4+cet6+postgrad
straw,adj.,稻草的、稻草色的、琐碎的,74,0.025,cet4+cet6+postgrad
stray,adj.,迷途的、偶然的,442,0.638,cet6
stray,v.,迷路、彷徨、流浪,217,0.313,cet6
stress,n.,压力、紧迫、强调,3979,0.830,life+cet4+cet6+postgrad
stress,v.,加压力于、着重、重读,813,0.170,life+cet4+cet6+postgrad
stretch,n.,伸展、张开、连绵,2699,0.553,life+cet4+cet6+postgrad
stretch,v.,伸展、张开、曲解,1887,0.387,life+cet4+cet6+postgrad
stretch,adj.,可伸缩的、弹性的,51,0.010,life+cet4+cet6+postgrad
strike,n.,罢工、打击、殴打,7540,0.699,life+cet4+cet6+postgrad
strike,v.,打、撞击、冲击,3245,0.301,life+cet4+cet6+postgrad
string,n.,线、细绳、一串,3206,0.888,cet4+cet6+postgrad
string,v.,串起、成串、收紧,196,0.054,cet4+cet6+postgrad
strip,n.,长条、条状、带,1742,0.638,cet4+cet6+postgrad
strip,v.,脱衣、被剥去、剥夺,663,0.243,cet4+cet6+postgrad
structure,n.,结构、构造、建筑物,5900,0.987,life+cet4+cet6+postgrad
structure,v.,构成、组织,76,0.013,life+cet4+cet6+postgrad
struggle,n.,斗争、努力、奋斗,4463,0.619,life+cet4+cet6+postgrad
struggle,v.,努力、奋斗、挣扎,2722,0.378,life+cet4+cet6+postgrad
study,n.,学习、研究、学科,5374,0.654,life
study,v.,学习、读书、研究,2702,0.329,life
stuff,n.,原料、要素、东西,48365,0.979,life+cet4+cet6+postgrad
stuff,v.,装填,798,0.016,life+cet4+cet6+postgrad
stumble,v.,使绊倒、使困惑,333,0.684,cet4+cet6+postgrad
stumble,n.,绊倒、蹒跚而行、失足,152,0.312,cet4+cet6+postgrad
stun,v.,使昏迷、使震惊、打昏,255,0.489,cet6+postgrad
stun,n.,昏迷、猛击,237,0.454,cet6+postgrad
subject,n.,科目、主题、臣民,7544,0.677,life
subject,adj.,服从的、易患...的、隶属的,3528,0.317,life
submarine,n.,潜水艇、海底生物,1006,0.851,cet4+cet6+postgrad
submarine,adj.,海中的、生长在海中的,100,0.085,cet4+cet6+postgrad
substitute,n.,代理、代理人、代用品,912,0.856,cet4+cet6+postgrad
substitute,v.,代替,79,0.074,cet4+cet6+postgrad
substitute,adj.,代替的、代用的、代用品的,33,0.031,cet4+cet6+postgrad
suck,v.,吸、吮、吸入,1335,0.778,cet4+cet6+postgrad
suck,n.,吸、吸入、吮吸,266,0.155,cet4+cet6+postgrad
suit,n.,套装、诉讼、请求,6032,0.773,life+cet4+cet6+postgrad
suit,v.,适合、使适应,1735,0.222,life+cet4+cet6+postgrad
sum,n.,总数、总和、金额,2723,0.784,cet4+cet6+postgrad
sum,v.,总计、概括,711,0.205,cet4+cet6+postgrad
supplement,v.,补充、增补,215,0.481,cet4+cet6+postgrad
supplement,n.,补充物、增刊、补充,213,0.477,cet4+cet6+postgrad
supply,n.,补给、供给、供应品,4598,0.763,life+cet4+cet6+postgrad
supply,v.,补给、供给、提供,1379,0.229,life+cet4+cet6+postgrad
support,n.,支持、支撑、援助,24782,0.637,life+cet4+cet6+postgrad
